unique_surv_id,wa_num,drilling_event,ground_elevtn,mean_ss_tvd,mean_ss_easting,mean_ss_northing,survey_well_type,on_prod_date,last_reported_date,cum_gas_to_date_e3m3,cum_oil_to_date_m3,cum_water_to_date_m3,cum_cond_to_date_m3,n_stages,frac_start_date,frac_end_date,calc_completed_length_m,mean_proppant_per_stage_t,sd_proppant_per_stage_t,max_proppant_per_stage_t,calc_total_proppant_t,total_gas_injected_m3,mean_fluid_per_stage_m3,sd_fluid_per_stage_m3,max_fluid_per_stage_m3,calc_total_fluid_m3,avg_stage_length,avg_stage_spacing,max_rate_m3_min,mean_rate_m3_min,max_stage_duration_min,mean_stage_duration_min,max_breakdown_mpa,sd_breakdown_mpa,mean_breakdown_mpa,max_isip_mpa,sd_isip_mpa,mean_isip_mpa,fluid_intensity_comp_length_m3_m,proppant_intensity_comp_length_t_m,completed_length_m,base_fluid_cat,viscosity_cat,energizer_bool,proppant_cat,frac_duration_days,calc_proppant_intensity_kg_m,calc_fluid_intensity_m3_m,breakdown_isip_ratio,no_prior_wells,no_surrounding_wells,min_midpoint_dist,min_dist_well,horiz_wells_in_1km,horiz_wells_in_5km,horiz_wells_in_10km,horiz_wells_in_25km,first_order_residual,isotherm,paleozoic_structure,raw_montney_top,third_order_residual,seismogenic,n_quakes
30311-0,30311,0,823.5,-655.9890435,568414.6358,6354001.54,horizontal,12/1/2016,9/1/2019,56843.5,0,2007.2,5444,35,11/19/2016,11/23/2016,2054.1,57.11714286,7.861914365,61,1999.1,0,417.8457143,94.01627626,648.9,14624.6,0.5,58.66,10,7.928571429,135.1875,58.47869051,45.1,5.355551584,34.34285714,24.3,1.789692711,22.26,7.119711796,0.973224283,2054.1,water,slickwater,FALSE,sand,4,973.2242831,7.119711796,1.542805802,FALSE,FALSE,150.8000839,30312-0,4,5,12,12,-37.76621798,73.80255603,-860.8711992,1507.707818,108.3545009,FALSE,0
30312-0,30312,0,823.3,-725.1871171,568535.639,6354086.212,horizontal,12/1/2016,9/1/2019,35861.2,0,3043.1,5013.1,35,11/27/2016,12/1/2016,2027.9,58.47628571,6.372849619,65.9,2046.67,0,491.6571429,59.60931276,694.9,17208,0.5,57.91142857,10,8.511428571,115.902439,62.72187746,54.89,6.45803092,33.19885714,25.4,2.502998202,21.675,8.485625524,1.00925588,2027.9,water,slickwater,FALSE,sand,4,1009.25588,8.485625524,1.531665843,FALSE,FALSE,150.8000839,30311-0,4,5,12,12,-37.56077553,73.70811089,-860.0591214,1505.38449,108.5502666,FALSE,0
30313-0,30313,0,822.7,-731.5631111,570850.1407,6352249.686,horizontal,7/1/2017,9/1/2019,62604.2,0,3149.7,7002.9,35,7/7/2017,7/9/2017,2389.72,90.86114286,1.37091376,94,3180.14,0,429.6571429,149.0720124,769,15038,3.42,68.13428571,10.1,9.142857143,152.6,52.4813372,59.3,5.441936445,32.29428571,16.9,NA,16.9,6.29278744,1.330758415,2389.72,water,slickwater,FALSE,sand,2,1330.758415,6.29278744,1.91090448,FALSE,FALSE,1561.497682,32907-0,0,10,17,17,-34.92078161,74.51906479,-863.3968532,1492.097329,105.9765931,FALSE,0
30370-0,30370,0,941.3,-1096.649318,546901.9099,6316342.548,horizontal,9/1/2015,8/1/2019,37814.5,0,7746.1,832.3,9,8/27/2015,9/2/2015,1749.222222,157.4544444,29.45279533,176.28,1417.09,0,1778.433333,286.5163477,2045.2,16005.9,122.2222222,166.9444444,9.9,9.611111111,224.7472527,185.9758284,60.8,3.391902121,56.76666667,33.1,0.552268051,32.43333333,9.150295369,0.81012577,1749.222222,water,slickwater,FALSE,sand,6,810.1257702,9.150295369,1.750256937,FALSE,FALSE,2.390654279,30371-0,8,13,13,13,-89.82787656,72.52047798,-1142.666305,1840.322507,7.928787742,TRUE,8
30371-0,30371,0,941.1,-960.3832941,546895.84,6316360.027,horizontal,9/1/2015,8/1/2019,34274.5,0,9771,1303.8,9,8/21/2015,8/27/2015,1752.666667,141.7355556,39.52277322,175.21,1275.62,0,1170.088889,231.2660127,1547.1,10530.8,124.6666667,169.2222222,10,9.855555556,156.2727273,118.8319131,56.9,3.520298283,52.46666667,30.6,0.926612708,29.58888889,6.008444275,0.72781666,1752.666667,water,slickwater,FALSE,sand,6,727.8166603,6.008444275,1.773188134,FALSE,FALSE,2.390654279,30370-0,8,14,14,14,-89.79108829,72.50056431,-1142.650502,1840.456534,7.97536421,TRUE,6
30372-0,30372,0,940.6,-1029.851351,547083.8134,6316420.837,horizontal,9/1/2015,8/1/2019,11189.4,0,3871.6,234.4,10,8/27/2015,9/8/2015,1179.08,60.514,60.03752626,174.95,605.14,0,1135.03,960.2064651,2223.8,11350.3,125.48,92.63,10,6.23,247.0888889,135.7213222,59.3,5.457991083,51.41666667,34,5.398677087,29.9,9.626403637,0.513230654,1179.08,water,slickwater,FALSE,sand,12,513.2306544,9.626403637,1.719620959,FALSE,FALSE,199.396827,30373-0,8,14,14,14,-91.11631434,71.7077897,-1140.002137,1842.844188,6.690361363,TRUE,8
30373-0,30373,0,940.1,-957.4940541,547349.0245,6316405.857,horizontal,9/1/2015,9/1/2019,85386.8,0,13475,4658.4,13,8/21/2015,8/25/2015,1519.123077,163.5692308,28.16878842,175.5,2126.4,0,1275.638462,175.1042287,1540.1,16583.3,78.22307692,103.2653846,10,9.976923077,155.5656566,127.8850583,61.3,3.40184716,54.06153846,30.9,1.138712724,29.5,10.91636369,1.399754919,1519.123077,water,slickwater,FALSE,sand,4,1399.754919,10.91636369,1.832594524,FALSE,FALSE,11.47086162,30374-0,8,14,14,14,-91.44283284,71.14903552,-1138.334584,1847.478943,6.449560823,TRUE,7
30374-0,30374,0,938.4,-1096.33875,547343.6834,6316416.356,horizontal,8/1/2015,9/1/2019,49566,0,11098.4,1488.4,17,8/18/2015,8/20/2015,1371.217647,86.63529412,10.20765284,90.3,1472.8,0,1179.582353,165.2767536,1598,20052.9,0.217647059,80.58235294,10.1,9.988235294,163.0612245,118.3443472,54,4.008190145,43.80588235,34.6,1.343502884,33.65,14.62415543,1.074081859,1371.217647,water,slickwater,FALSE,sand,2,1074.081859,14.62415543,1.301809282,FALSE,FALSE,196.2518252,30375-0,4,10,10,10,-91.20225793,71.15906735,-1138.534306,1847.752499,6.710552561,TRUE,13
30375-0,30375,0,938.4,-1030.813647,547372.3628,6316669.325,horizontal,8/1/2015,8/1/2019,41416.9,0,14971.5,944.7,16,8/13/2015,8/15/2015,1298.50625,78.98125,19.51379747,90.8,1263.7,0,1358.73125,330.8728471,1835,21739.7,0.20625,81.090625,11.7,11.1125,192.9473684,124.6345647,51.6,4.436660719,35.64375,32.8,NA,32.8,16.74208345,0.973195162,1298.50625,water,slickwater,FALSE,sand,2,973.1951617,16.74208345,1.086699695,FALSE,FALSE,196.2518252,30374-0,3,9,9,9,-90.86258823,70.84506061,-1137.516968,1853.855449,7.174602823,TRUE,14
30375-2,30375,2,938.4,-1022.269841,547474.4144,6316633.934,horizontal,8/1/2015,8/1/2019,41416.9,0,14971.5,944.7,16,8/13/2015,8/15/2015,1298.50625,78.98125,19.51379747,90.8,1263.7,0,1358.73125,330.8728471,1835,21739.7,0.20625,81.090625,11.7,11.1125,192.9473684,124.6345647,51.6,4.436660719,35.64375,32.8,NA,32.8,16.74208345,0.973195162,1298.50625,water,slickwater,FALSE,sand,2,973.1951617,16.74208345,1.086699695,FALSE,FALSE,160.9327314,30376-0,3,9,9,9,-90.90179757,70.76096622,-1137.091251,1855.589112,7.161044378,TRUE,14
30376-0,30376,0,938.4,-1100.203226,547483.1155,6316829.438,horizontal,8/1/2015,8/1/2019,33102,0,4995.9,780,18,8/16/2015,8/18/2015,1441.788889,82.81666667,18.68781453,90.3,1490.7,0,1304.677778,187.0677844,1644,23484.2,0.288888889,79.98333333,12,11.21666667,161.2755102,116.8818868,52.3,4.188846847,37.50555556,33,NA,33,16.28823761,1.033923906,1441.788889,water,slickwater,FALSE,sand,2,1033.923906,16.28823761,1.136531987,FALSE,FALSE,10.62213671,30377-0,4,9,9,9,-90.06203615,70.68246901,-1136.858203,1860.839839,8.152144215,TRUE,13
30377-0,30377,0,938.4,-964.9009756,547482.6637,6316825.161,horizontal,8/1/2015,9/1/2019,120222.5,0,20079.6,10236.8,24,8/11/2015,8/13/2015,1483.866667,97.63708333,8.461229985,100.8,2343.29,0,930.4,161.8887353,1274,22329.6,0.166666667,61.78333333,12,11.64583333,122.3232323,80.48720607,40,2.103064534,31.9125,29.8,10.23097032,4.466666667,15.04825231,1.579178273,1483.866667,water,slickwater,FALSE,sand,2,1579.178273,15.04825231,7.144589552,FALSE,FALSE,10.62213671,30376-0,4,9,9,9,-90.00215351,70.69087198,-1136.907085,1860.945609,8.215504017,TRUE,14
30390-0,30390,0,969.4,-825.8641935,565793.0239,6321776.332,horizontal,11/1/2015,9/1/2019,86615.9,0,4601.4,3593.3,20,8/8/2015,8/9/2015,1470.155,85.5,20.1246118,90,1710,0,500.915,95.44038798,666.2,10018.3,0.655,73.3775,10.2,9.235,68.68041237,54.43663465,57.1,5.470446917,40.83684211,21.2,NA,21.2,6.814451537,1.163142662,1470.155,water,slickwater,FALSE,sand,1,1163.142662,6.814451537,1.926266137,FALSE,FALSE,342.831494,29259-0,5,10,11,11,-66.06610988,66.88045234,-1045.367022,1732.262609,28.83841875,TRUE,2
30391-0,30391,0,969.4,-854.5799099,566201.0386,6321705.297,horizontal,8/1/2015,9/1/2019,82647.4,0,5762.8,3663.7,22,8/4/2015,8/6/2015,1869.286364,90,0,90,1980,0,514.25,37.36769358,584.6,11313.5,0.586363636,84.84772727,10.2,9.418181818,75.79710145,55.44599503,56.2,6.005949431,40.8,26.1,NA,26.1,6.052309705,1.059227756,1869.286364,water,slickwater,FALSE,sand,2,1059.227756,6.052309705,1.563218391,FALSE,FALSE,312.6168745,30392-0,3,8,9,9,-66.30906697,67.19284771,-1043.491935,1728.663292,28.38125923,TRUE,2
30392-0,30392,0,969.3,-830.0989474,566458.4111,6321849.778,horizontal,8/1/2015,9/1/2019,75388.8,0,5289.7,3294.7,22,8/13/2015,8/14/2015,1862.409091,90,0,90,1980,0,457.1636364,46.51636215,557.6,10057.6,0.709090909,84.49545455,10.2,9.468181818,80.35,49.52854198,61.7,5.797258943,44.40727273,22.5,0.989949494,21.8,5.400317282,1.06313914,1862.409091,water,slickwater,FALSE,sand,1,1063.13914,5.400317282,2.037030859,FALSE,FALSE,312.6168745,30391-0,1,8,9,9,-66.49752114,67.68481223,-1041.333781,1724.850695,28.19185999,TRUE,2
30393-0,30393,0,969.3,-847.4411111,566588.2741,6322106.29,horizontal,11/1/2015,9/1/2019,100713.5,0,6824.2,4669.5,20,8/11/2015,8/12/2015,1629.815,90,0,90,1800,0,528.825,52.60946358,632.8,10576.5,0.715,81.325,10.2,9.405,80.10126582,56.93178957,58,5.973914788,42.335,25.5,NA,25.5,6.489386832,1.104419827,1629.815,water,slickwater,FALSE,sand,1,1104.419827,6.489386832,1.660196078,FALSE,FALSE,329.3632293,30392-0,3,10,10,10,-66.40327014,67.90459468,-1039.259681,1721.137106,28.60202501,TRUE,2
30394-0,30394,0,969.4,-827.3781651,564664.022,6323399.052,horizontal,8/1/2015,9/1/2019,73695.2,0,8000.6,2018.1,20,8/10/2015,8/11/2015,1561.19,90,0,90,1800,0,471.64,47.25210549,547.8,9432.8,0.79,77.8525,10.3,9.85,70.36363636,48.4650665,47.3,3.445118591,40.66,22.3,0.571547607,21.8,6.042057661,1.152966647,1561.19,water,slickwater,FALSE,sand,1,1152.966647,6.042057661,1.865137615,FALSE,FALSE,306.7106114,30395-0,3,9,10,10,-64.50349783,69.27184187,-1041.603881,1728.736522,34.24054158,TRUE,2
30395-0,30395,0,969.4,-842.4035849,564875.958,6323597.531,horizontal,8/1/2015,9/1/2019,73448.1,0,6946.1,2035.5,20,8/6/2015,8/8/2015,1662.995,90,0,90,1800,0,551.165,61.80389423,705,11023.3,0.595,83.0325,10.1,9.345,81.81818182,59.64604876,57.9,5.661957538,41.475,23.5,NA,23.5,6.628582768,1.082384493,1662.995,water,slickwater,FALSE,sand,2,1082.384493,6.628582768,1.764893617,FALSE,FALSE,301.9288785,31147-0,3,9,10,10,-63.90055926,67.67963924,-1040.072337,1724.163074,34.9657016,TRUE,2
30406-0,30406,0,928.3,-1104.196542,564961.3963,6302212.684,horizontal,6/1/2015,8/1/2019,47432.1,0,6822.4,8014.4,14,4/28/2015,5/6/2015,2206.142857,117.6507143,6.41766608,124.81,1647.11,0,1204.45,188.1422856,1757.5,16862.3,116.1428571,142,9.6,9.542857143,185,126.2934811,43.4,3.811038046,38.76428571,33.5,1.582319899,30.37142857,7.643340025,0.746601697,2206.142857,water,slickwater,FALSE,sand,8,746.6016966,7.643340025,1.276340546,FALSE,FALSE,144.1624861,30407-0,2,9,18,18,-20.14315392,74.36366002,-1215.810637,1874.510385,43.06473947,FALSE,0
30407-0,30407,0,927.3,-975.5426087,564819.7222,6302457.69,horizontal,6/1/2015,8/1/2019,29006.1,0,8316.2,8293.3,16,4/28/2015,5/9/2015,2511.46875,120.316875,1.027740037,124.07,1925.07,0,1123.01875,155.6505454,1449.6,17968.3,103.46875,143.921875,9.6,9.51875,159.2967033,118.1951563,49.4,3.639024595,40.2375,30.7,1.076955586,27.6625,7.154498737,0.766511628,2511.46875,water,slickwater,FALSE,sand,11,766.5116279,7.154498737,1.454586534,FALSE,FALSE,144.1624861,30406-0,2,7,18,18,-19.94118568,74.6409849,-1215.639961,1873.830143,43.50245833,FALSE,0
30408-0,30408,0,925.9,-1063.048681,565073.5349,6302677.37,horizontal,6/1/2015,4/1/2018,20709.4,0,6890.8,5748.1,16,4/29/2015,5/9/2015,2503.8125,105.480625,10.31198298,120.2,1687.69,0,1463.96875,128.5152324,1691.8,23423.5,103.8125,143.65625,9.7,9.25,203,159.4814501,58.6,5.412824278,49.4,34.9,1.578554191,32.4875,9.355133422,0.674048077,2503.8125,water,slickwater,FALSE,sand,10,674.0480767,9.355133422,1.52058484,FALSE,FALSE,332.3027961,30407-0,2,6,17,17,-19.28940728,74.69981344,-1213.780537,1874.947602,44.38462307,FALSE,0
30464-0,30464,0,1057.8,-1073.594675,548518.0779,6319315.127,horizontal,10/1/2015,9/1/2019,85275.5,0,11478.5,2881.8,18,10/8/2015,10/9/2015,1689.361111,103.2094444,8.30208937,105.87,1857.77,0,960.8777778,107.590031,1240.9,17295.8,0.861111111,93.41944444,11.8,10.50555556,279.1944444,100.74812,49.6,2.88244631,42.15555556,25,10.19445575,5.288888889,10.23807159,1.099687916,1689.361111,water,slickwater,FALSE,sand,1,1099.687916,10.23807159,7.970588235,FALSE,FALSE,17.90896386,30465-0,6,22,22,22,-72.60614594,75.92922479,-1133.659674,1936.437009,29.85017758,TRUE,1
30465-0,30465,0,1057.8,-932.4800935,548453.0209,6319382.833,horizontal,10/1/2015,9/1/2019,123995,0,3169.3,9779.9,18,10/10/2015,10/11/2015,1720.972222,99.99944444,14.64055868,105.48,1799.99,0,868.9611111,60.24692464,990.5,15641.3,0.872222222,95.16944444,11.8,11.21111111,139.5070423,79.07680084,41.5,2.615339366,38.43333333,22.6,8.540553012,3.711111111,9.088641756,1.045914615,1720.972222,water,slickwater,FALSE,sand,1,1045.914615,9.088641756,10.35628743,FALSE,FALSE,17.90896386,30464-0,6,22,22,22,-72.42721276,75.89861478,-1133.891142,1936.625234,30.04748018,TRUE,2
30466-0,30466,0,1057.8,-998.516381,548303.0962,6319244.478,horizontal,10/1/2015,9/1/2019,80269.8,0,4450.3,5990.3,18,10/11/2015,10/13/2015,1883.283333,102.8777778,8.363026159,106.18,1851.8,0,1108.122222,138.5380668,1447.6,19946.2,0.183333333,104.5694444,11.8,11.05,137.8666667,101.2327889,54.4,5.219220386,43.25555556,34.8,14.10414578,7.311111111,10.59118384,0.983282742,1883.283333,water,slickwater,FALSE,sand,2,983.282742,10.59118384,5.916413374,FALSE,FALSE,219.0143171,30465-0,6,22,22,22,-71.25572899,75.26639719,-1136.444841,1936.1264,31.1791074,TRUE,2
30467-0,30467,0,1057.8,-1080.496636,548049.005,6319282.175,horizontal,10/1/2015,9/1/2019,72439.3,0,8975.1,3086,14,10/13/2015,10/19/2015,2097.357143,137.0328571,58.92018179,175.77,1918.46,0,1591.55,407.4812837,2086.6,22281.7,116.3571429,133.3571429,10.1,8.8,260.825,181.0401903,54.3,6.357050252,48.58571429,36.3,3.602936836,25.45,10.6237033,0.914703538,2097.357143,water,slickwater,FALSE,sand,6,914.7035385,10.6237033,1.909065394,FALSE,FALSE,247.7495822,30466-0,6,20,20,20,-68.67346659,74.68227244,-1140.098825,1934.515863,33.91707004,TRUE,2
30468-0,30468,0,1057.8,-941.6570085,548091.8385,6319217.057,horizontal,11/1/2015,9/1/2019,152661.1,0,3141.1,12389,12,10/14/2015,10/19/2015,2234.333333,163.1758333,28.62773019,179.12,1958.11,0,1429.841667,184.4893959,1558.1,17158.1,121.3333333,166,10.3,9.7,168.4935065,147.505453,56.8,6.009708055,49.025,26,0.906040336,24.45,7.679292854,0.876373266,2234.333333,water,slickwater,FALSE,sand,5,876.3732657,7.679292854,2.005112474,FALSE,FALSE,49.73194492,30467-0,7,23,23,23,-69.26093946,74.66556165,-1139.648455,1933.72577,33.23785965,TRUE,2
30500-0,30500,0,1036.6,-1066.363939,551441.7124,6315447.441,horizontal,8/1/2015,9/1/2019,106104.2,0,6968.1,8496.5,12,7/18/2015,7/23/2015,1802.25,140.7166667,64.07993252,176.53,1688.6,0,1457.791667,431.0160268,1985.9,17493.5,110.25,131.375,12,10.30833333,197.0641026,140.9991734,62,8.569126224,47.39166667,31.8,1.600908833,28.69090909,9.706478014,0.936939936,1802.25,water,slickwater,FALSE,sand,5,936.9399362,9.706478014,1.651800803,FALSE,FALSE,20.95280641,30501-0,7,15,15,15,-97.32735403,77.81466747,-1119.496938,1851.681864,-3.835614039,TRUE,4
30501-0,30501,0,1036.6,-941.1594286,551408.7813,6315467.953,horizontal,8/1/2015,9/1/2019,124820,0,4209.2,9056.1,10,7/16/2015,7/18/2015,1814.8,168.01,23.55064896,176.6,1680.1,0,1233.67,224.7715781,1548.4,12336.7,117.8,157.95,12,11.5,144.7102804,108.2308376,60.2,7.771600722,46,26.9,1.123931591,24.99,6.797828962,0.925776945,1814.8,water,slickwater,FALSE,sand,2,925.7769451,6.797828962,1.840736295,FALSE,FALSE,20.95280641,30500-0,7,15,15,15,-97.30483553,77.81775868,-1119.625967,1851.48161,-3.85086493,FALSE,0
30502-0,30502,0,1036.5,-1015.158276,551217.687,6315405.137,horizontal,7/1/2015,9/1/2019,58164.2,0,14099.8,3288.9,20,7/12/2015,7/15/2015,1725.1,80.4375,20.52344587,95.66,1608.75,0,1294.725,279.8241682,1740,25894.5,0.1,86.245,12.3,10.27,212.195122,127.3480923,60,5.655577126,41.835,#NAME?,NA,NA,15.01043418,0.932554635,1725.1,water,slickwater,FALSE,sand,3,932.5546345,15.01043418,NA,FALSE,FALSE,203.9043727,30504-0,4,9,9,9,-97.36986753,77.60656328,-1120.88715,1856.041862,-3.9785948,FALSE,0
30503-0,30503,0,1036.5,-1097.261047,551036.804,6315329.214,horizontal,8/1/2015,9/1/2019,82653.7,0,8457.2,3607.6,19,7/4/2015,7/28/2015,1832.557895,84.59894737,22.98450732,100,1607.38,0,1351.489474,382.6488061,1917,25678.3,0.257894737,96.37631579,12,9.642105263,217.7777778,141.726901,47.3,4.32954963,38.28333333,29,0.593295879,28.18,14.01227218,0.877123721,1832.557895,water,slickwater,FALSE,sand,24,877.1237212,14.01227218,1.358528507,FALSE,FALSE,6.173386155,30504-0,7,15,15,15,-97.48382908,77.2469795,-1122.159458,1860.754113,-4.143567288,TRUE,5
30504-0,30504,0,1036.5,-946.1568182,551021.6177,6315343.468,horizontal,7/1/2015,9/1/2019,162094.6,0,7486,12126,20,7/9/2015,7/11/2015,1811.9,93.785,5.599649895,95.5,1875.7,0,766.325,135.3248562,1207,15326.5,0.1,90.585,12.1,11.275,120.7,69.15046213,40.4,2.0204481,35.97,0,0,0,8.458800155,1.035211656,1811.9,water,slickwater,FALSE,sand,2,1035.211656,8.458800155,Inf,FALSE,FALSE,203.9043727,30502-0,4,9,9,9,-97.48382514,77.24897106,-1122.156754,1860.75246,-4.143409357,FALSE,0
30520-0,30520,0,1109.8,-1068.792958,530393.2048,6335997.606,horizontal,3/1/2015,9/1/2019,49790.5,0,2749.7,15.1,8,3/3/2015,3/6/2015,1444.5625,175.24875,0.32908694,175.76,1401.99,0,1467.5625,89.28357612,1584.2,11740.5,126.5625,148.78125,11.7,10.375,181.2790698,143.6236021,61.7,2.448578305,58.6125,25.9,0.84978989,24.125,8.127374205,0.970529139,1444.5625,water,slickwater,FALSE,sand,3,970.5291394,8.127374205,2.429533679,FALSE,FALSE,199.9390338,28965-0,5,9,16,16,-57.15544199,80.82658409,-1130.514104,1966.613319,90.31415627,FALSE,0
30521-0,30521,0,1109.8,-926.480303,530346.0923,6336045.152,horizontal,4/1/2015,9/1/2019,25110.6,0,2813.8,5.9,8,3/3/2015,3/6/2015,1427.4375,175.09,0.374280262,175.9,1400.72,0,1289.875,118.9085573,1519.7,10319,115.4375,149.71875,11.7,10.6,150.4653465,122.295586,59.8,1.213539687,58.6125,24.6,0.590399381,23.65,7.229038049,0.981282893,1427.4375,water,slickwater,TRUE,sand,3,981.2828933,7.229038049,2.47832981,FALSE,FALSE,11.37079717,30520-0,7,11,18,18,-57.10004344,80.83952354,-1130.617704,1967.039255,90.36641915,FALSE,0
30522-0,30522,0,1109.9,-1010.856923,530369.8006,6335721.474,horizontal,9/1/2015,9/1/2019,91552.4,0,4514.2,26.2,16,3/10/2015,8/30/2015,1253.06875,81.05625,20.3194993,90.9,1296.9,0,818.825,236.8371044,1383,13101.2,1.16875,77.753125,12,10.68125,189.6551724,82.84676366,58.6,7.689947442,47.00625,42.4,22.1731369,16.16,10.45529226,1.034979126,1253.06875,water,slickwater,FALSE,sand,173,1034.979126,10.45529226,2.908802599,FALSE,FALSE,196.5272198,30521-0,8,13,21,21,-55.09517209,81.20547899,-1134.074568,1979.245969,92.15264389,FALSE,0
30523-0,30523,0,1109.9,-1074.612821,530220.7737,6335603.658,horizontal,3/1/2015,9/1/2019,76974.3,0,4594.6,23.4,19,3/7/2015,3/10/2015,1362.215789,72.84105263,34.50485954,90.8,1383.98,0,902.9105263,298.1239226,1313.5,17155.3,0.115789474,71.63157895,12.1,10.52631579,182.4305556,88.45270437,60.2,8.147568073,50.27894737,30.3,8.875958065,2.952631579,12.59367285,1.015977065,1362.215789,water,slickwater,FALSE,sand,3,1015.977065,12.59367285,17.0285205,FALSE,FALSE,414.3781949,30520-0,5,11,16,16,-52.91940772,81.55375112,-1137.752151,1991.116256,94.11551355,FALSE,0
30524-0,30524,0,1110,-930.4270886,530249.2775,6335559.241,horizontal,4/1/2015,9/1/2019,24008.6,0,3283,5.9,16,3/6/2015,3/7/2015,1356.8875,90.204375,0.474636264,91.6,1443.27,0,655.325,110.1855314,920.8,10485.2,0.3875,84.734375,10.9,10.70625,87.6952381,61.30886031,51.5,4.017083312,42.66875,26.1,10.24160632,4.7625,7.727390812,1.063662242,1356.8875,water,slickwater,TRUE,sand,1,1063.662242,7.727390812,8.959317585,FALSE,FALSE,5.667775694,30523-0,7,13,18,18,-52.80375991,81.56865861,-1137.933996,1991.648183,94.21274823,FALSE,0
30543-0,30543,0,1043.7,-982.0963542,544892.2324,6334432.321,horizontal,12/1/2015,9/1/2019,44416,0,14249.5,2160.2,15,11/15/2015,11/21/2015,1887.066667,167.2626667,21.81983026,175.94,2508.94,0,1662.653333,281.7018659,2127.7,24939.8,83.06666667,114.8666667,8.5,7.66,560.9142857,231.0432594,60.2,8.320988952,43.58,30.4,1.758652081,25.6,13.21617325,1.329544973,1887.066667,water,slickwater,FALSE,sand,6,1329.544973,13.21617325,1.70234375,FALSE,FALSE,12.11660526,30544-0,7,13,24,24,-51.8404461,77.84464339,-1077.767382,1831.985714,80.97979808,FALSE,0
30544-0,30544,0,1043.7,-831.7333333,544912.8573,6334417.793,horizontal,12/1/2015,9/1/2019,88229.8,0,12050.2,6171.7,11,11/15/2015,11/21/2015,1867.727273,161.7445455,30.51613061,176.62,1779.19,0,1391.509091,239.6400153,1755,15306.6,110.7272727,150.3636364,9.6,8.518181818,199.4318182,163.1733088,55.7,8.397066587,41.05454545,25.1,0.92234878,23.65454545,8.195307861,0.952596252,1867.727273,water,slickwater,FALSE,sand,6,952.5962521,8.195307861,1.735588009,FALSE,FALSE,12.11660526,30543-0,7,13,24,24,-51.81660383,77.84107571,-1077.732783,1832.352414,80.99346795,FALSE,0
30545-0,30545,0,1043.7,-1006.710784,545446.7569,6334393.093,horizontal,12/1/2015,9/1/2019,17826.2,0,8861.5,853.3,18,11/22/2015,11/23/2015,1525.1,89.23166667,4.718752639,90.98,1606.17,0,908.5444444,137.4807333,1207.8,16353.8,0.1,84.71666667,11.3,9.861111111,317.8421053,101.3676028,54.1,6.068834454,46.53888889,37.3,2.532455988,34.56666667,10.72310012,1.05315717,1525.1,water,slickwater,FALSE,sand,1,1053.15717,10.72310012,1.346351655,FALSE,FALSE,30.30152937,30546-0,7,11,24,24,-51.05782998,77.70305515,-1076.131892,1845.535508,81.46180978,FALSE,0
30546-0,30546,0,1044.3,-830.4836634,545413.8041,6334401.979,horizontal,12/1/2015,9/1/2019,82031.9,0,13973.9,5163.7,18,11/24/2015,11/25/2015,1552.7,88.68777778,5.993413596,93.35,1596.38,0,1076.627778,55.72112078,1164.9,19379.3,0.1,86.25,11.4,10.15,163.2253521,107.3206541,43.2,5.775938936,35.55,26.8,1.173314394,25.75,12.48103304,1.028131642,1552.7,water,slickwater,FALSE,sand,1,1028.131642,12.48103304,1.380582524,FALSE,FALSE,30.30152937,30545-0,7,11,24,24,-51.04902061,77.70928788,-1076.222096,1845.014236,81.50549116,FALSE,0
30547-0,30547,0,1044.3,-909.1031034,545115.3595,6334467.891,horizontal,11/1/2015,9/1/2019,49061.7,0,17243.4,2474.4,18,11/11/2015,11/14/2015,1526.888889,82.79111111,14.85149384,90.9,1490.24,0,1463.372222,363.4829874,2022,26340.7,0.188888889,84.76666667,11.7,10.19444444,467.025641,159.2355627,56.3,7.104690985,39.83888889,25.2,0.353553391,24.95,17.25122253,0.975997671,1526.888889,water,slickwater,FALSE,sand,3,975.9976714,17.25122253,1.596749054,FALSE,FALSE,440.6997346,29511-0,3,9,20,20,-51.31763504,77.7729061,-1077.07354,1838.837663,81.40654362,FALSE,0
30624-2,30624,2,886.6,-1011.186735,565247.3555,6306800.006,horizontal,8/1/2015,8/1/2015,0,0,56.8,42.2,20,8/16/2015,8/19/2015,1689.31,90.6,25.02504009,139,1812,0,520.695,130.4307256,766.1,10413.9,0.61,84.3475,10.1,8.225,113.9038462,65.08932347,58.1,3.566486305,46.42631579,32.5,3.252691193,30.2,6.164587909,1.072627286,1689.31,water,slickwater,FALSE,sand,3,1072.627286,6.164587909,1.537295225,FALSE,FALSE,4063.896302,30408-0,0,9,13,13,-21.63357018,79.61896729,-1185.282436,1855.20297,48.72394723,FALSE,0
30694-0,30694,0,867.8,-1002.909891,553064.6391,6308676.767,horizontal,10/1/2015,9/1/2019,85710.5,0,2332,4009.3,8,10/6/2015,10/10/2015,1488.9375,165.38,29.22181133,177.02,1323.04,0,1528.7875,272.5810309,1958.9,12230.3,119.9375,156.78125,11.2,10.05,236.8846154,155.2309552,59.4,4.721663599,55.1625,29.6,0.829371535,27.875,8.214112412,0.888579944,1488.9375,water,slickwater,FALSE,sand,4,888.5799438,8.214112412,1.978923767,FALSE,FALSE,18.05694711,29273-0,6,13,13,13,-44.6087312,75.41839713,-1206.855116,1902.267135,35.67958335,TRUE,4
