"","x","y","first_order_residual","isotherm","paleozoic_structure","raw_montney_top","third_order_residual"
"17",533292.810995538,6374655.60747765,-92.7648362777714,72.1913772292536,-842.56042108851,1609.28646433684,127.85261390631
"18",533792.810995538,6374655.60747765,-90.2949699864465,71.7997557706303,-842.667996620043,1603.08366455369,129.742276579044
"19",534292.810995538,6374655.60747765,-87.8811887340885,71.3764242744911,-842.719868165465,1596.1496977044,131.575773271199
"20",534792.810995538,6374655.60747765,-85.4970393523289,70.9377038130817,-842.742471621681,1588.72055647278,133.379561581767
"21",535292.810995538,6374655.60747765,-83.2401281651385,70.5015988225836,-842.638249978203,1580.89869844925,135.056025784103
"22",535792.810995538,6374655.60747765,-81.1896445334746,70.0827514516798,-842.327968015536,1572.84430642477,136.525986928349
"23",536292.810995538,6374655.60747765,-79.4161187667945,69.6960263524174,-841.74110299567,1564.67939637937,137.718913922808
"24",536792.810995538,6374655.60747765,-78.0066887330734,69.3473955658676,-840.790548114085,1556.58157598172,138.547663546406
"25",537292.810995538,6374655.60747765,-76.9345325987384,69.0450292347512,-839.503083521472,1548.6856197449,139.039066846865
"26",537792.810995538,6374655.60747765,-76.1763699998542,68.7865249757213,-837.90201453271,1541.13513502231,139.216400060764
"27",538292.810995538,6374655.60747765,-75.6566570710309,68.5666538422777,-836.062887929439,1534.10445915646,139.155207418422
"28",538792.810995538,6374655.60747765,-75.3064276292248,68.3859425421646,-834.054642265653,1527.70689626518,138.92446126052
"29",539292.810995538,6374655.60747765,-75.0940096233142,68.2385022496494,-831.908988655538,1522.13572658868,138.555827040367
"30",539792.810995538,6374655.60747765,-74.9628012529799,68.1281064230684,-829.68250363043,1517.42706575528,138.105912259025
